LCLid,Mean_KWH_January,Mean_KWH_February,Mean_KWH_March,Mean_KWH_April,Mean_KWH_May,Mean_KWH_June,Mean_KWH_July,Mean_KWH_August,Mean_KWH_September,Mean_KWH_October,Mean_KWH_November,Mean_KWH_December
MAC000389,0.2973384825386165,0.2322260222304833,0.1483498992612491,0.2319056210964608,0.5573539294157153,0.0975517001387925,0.1627353928811282,0.16711014103425118,0.1258172706245181,0.2935768973136333,0.19307494802220682,0.13921505376344084
MAC000390,0.2699019476830087,0.2282044608921933,0.0212390866353257,0.0706287300485773,0.0713149764942914,0.1273773453787352,0.161269979919409,0.24133378126259236,0.22659611353226924,0.12157392473118278,0.2648549616238723,0.13879650772330424
MAC000391,0.2347679897108271,0.2203405202973977,0.2678119541974479,0.7179514227619708,0.174839489590329,0.1822755030534351,0.2136169354838709,0.0664499664204164,0.09478278972935461,0.022715245130960376,0.09484941013185288,0.1243875083948959
MAC000394,0.2128764271323035,0.2266437933693137,0.0691370047683008,0.0812442748091603,0.1320040294157152,0.1668140178348369,0.074066487575554,0.09235390334572491,0.0627793199167245,0.15484889194089993,0.512684940943789,0.4825799738575269
MAC000396,0.2466057756883815,0.0199843866171003,0.7193599737407657,0.1727993055555555,0.1600047043010752,0.0710916030534351,0.1115204594400574,0.11158831430490262,0.13718112421929216,0.22942377421087978,0.11518598195697433,0.3896413699126931
MAC000397,0.2185607791134989,0.101489219330855,0.0923579583613163,0.1502491325468424,0.2209375416386836,0.1076946564885496,0.1064405642041638,0.09801477501678979,0.2829145833333333,0.10320100502512562,0.09668424705065927,0.27646272686366685
MAC000398,0.3147770316319677,0.1632916666666666,0.1793297515110812,0.1410114860014357,0.1809879114170584,0.1792220680083275,0.1353344526527871,0.059554063129617196,0.1093074254684247,0.3363736561827957,0.12109437890353922,0.12328072531900604
MAC000399,0.0124667562122229,0.0275204460966542,0.1519536604432505,0.3396023592643997,0.0723404969778374,0.12216875,0.0537212894560107,0.09406250000000001,0.024698820263705762,0.14499059771658832,0.4351478146426093,0.7430590996642041
MAC000400,0.0814237743451981,0.2695241635687732,0.2035285426460711,0.16484861125,0.1179018817204301,0.0497473976405274,0.0936259234385493,0.3204694428475487,0.1463102013185288,0.09496977837474815,0.02043574051407589,0.13998858294157154
MAC000403,0.1707642713230356,0.0733724904832713,0.5689905987239758,0.0761811242192921,0.3136279382135661,0.1349458709229701,0.3120181330423103,0.12016532258064518,0.1405840278472222,0.10997716588314305,0.3969326384722222,0.17961249167226326
MAC000404,0.0245191403626595,0.7145539037918215,0.1671168568838146,0.1526370575988896,0.1501255876427132,0.2874177653018737,0.1132078009414929,0.027280913978494626,0.10312132089016511,0.4377145737407656,0.2652644000693962,0.23250436527871055
MAC000405,0.2468394895231699,0.091142750929368,0.0873660174613834,0.3772031591529073,0.0510711887172599,0.1071082580846634,0.0277300201477501,0.1394445936870383,0.31849826523247743,0.0415211551376763,0.12301040943789036,0.05212096774193548
MAC000407,0.0784596776209677,0.1881482861400894,0.1816057756883814,0.1271304649548924,0.1485789120214909,0.0248188757807078,0.1381316317662861,0.0950645385149202,0.12986537120055516,0.33215255356182793,0.7888265083275503,0.0589422430490262
MAC000409,0.6630416389523169,0.1455486987360594,0.5667991940899934,0.0506405274115197,0.2750906648085963,0.1125718252602359,0.1473143049026192,0.12010111524163569,0.11680499646079112,0.1348139691067831,0.13736988202637057,0.4922343856950974
MAC000411,0.0914398925453324,0.0872444101773323,0.1326716417910447,0.1477286606523248,0.1349476158495634,0.0835052047189451,0.1051940520446096,0.2885157824042982,0.10563289382373353,0.12072397582269981,0.15553226946564885,0.3671134990597717
MAC000412,0.1990141034251175,0.6063003713754647,0.0521376762928139,0.2894715279861111,0.0236111484217595,0.1127247494217424,0.2865668234385494,0.11286232377434521,0.32012699514226234,0.6894278043653459,0.2144191531575295,0.21337743438549361
MAC000413,0.1618737407656145,0.220376208252788,0.1731262593015446,0.146404580222068,0.1458106112155809,0.3101326388194444,0.1236346540631296,0.11088702091459314,0.09862109646079112,0.12743586299529885,0.08494656488549618,0.6413566147750168
MAC000414,0.0881374045801526,0.0875464684014869,0.2918616521155137,0.0262673611111111,0.0621712558764271,0.117642609368494,0.1569214235728677,0.08292204301075269,0.27061832047189455,0.16340161175285428,0.07655170020818876,0.08601544660846205
MAC000415,0.5597112153122901,0.176339033457249,0.1850087306245802,0.175419847258848,0.1003969106783076,0.1212609299097848,0.0776877098723975,0.3711282739422431,0.07719777931991673,0.19732169247817324,0.43558501061762667,0.16741370047011417
MAC000416,0.2298676969778374,0.6457568770260224,0.0314220430107526,0.0640895833333333,0.3283948958361316,0.0961603053435114,0.4099926126930826,0.10153593015446609,0.11425347222222222,0.09456220578345663,0.20506384455239418,0.339079919677636
MAC000417,0.0907958361316319,0.1326959107806691,0.2042646071188717,0.1038154059680777,0.1145292142377434,0.4264184591256071,0.100828629032258,0.156354600402955,0.6540520473282443,0.0704734721289456,0.23342361097222222,0.19975889865681665
MAC000419,0.200443922095366,0.0532936802973977,0.0633619879113499,0.3943455934767522,0.1033384822028206,0.0715433726578764,0.1700324324324324,0.0678025520483546,0.12115405968077723,0.3547809142473118,0.5492671756419153,0.457913364674278
MAC000420,0.6329728592901879,0.1728022304832714,0.1077031564808596,0.1275870922276197,0.0962014775016789,0.2457009020818875,0.1110953659503022,0.1059194089993284,0.15247536433032619,0.3096682338482203,0.08403331020124913,0.22032169234385493
MAC000422,0.059344526527871,0.2832673119880863,0.6042478167226326,0.1029562803608605,0.3998885157152451,0.0962192921582234,0.1058541666666666,0.41546474170584285,0.1754482998612075,0.20162256541302886,0.17525884802220681,0.10688045668233714
MAC000423,0.0641313131313131,0.1851486989591078,0.1734110139019476,0.0970319444444444,0.068941571524513,0.1054947952810548,0.490083949026192,0.12541034251175284,0.07687578070784178,0.4511477503022162,0.2930631507980569,0.43766823391537946
MAC000424,0.1832505037609133,0.0319167286245353,0.122987239758227,0.452253471875,0.3927790461383478,0.754972242054129,0.1248111524163568,0.18460308925453325,0.061192227619708536,0.07767024848891874,0.19834142956280362,0.25118951612903223
MAC000425,0.2911290323252688,0.2314032738839285,0.1098656816655473,0.096242886814712,0.1259758226997985,0.1127173611111111,0.1626720429435483,0.14746071195433177,0.370807078556558,0.16357258064516128,0.42466897973629425,0.14708529214237742
MAC000426,0.2192901276024177,0.0638513011152416,0.5097938206850234,0.3880909088133241,0.1077038280725319,0.1419236642609299,0.1349227150537634,0.0911517797179315,0.2889965301179736,0.23459778134535367,0.20375694444444445,0.14395228494623655
MAC000427,0.0335379449294828,0.1125531598513011,0.0984872311827957,0.2396888886111111,0.7286944259905977,0.109648160999306,0.0892128945601074,0.05576359973136333,0.22486606537126996,0.19849093344526525,0.10668147120055517,0.1741135752688172
MAC000428,0.2171638685023506,0.5992795538289962,0.7860617864338482,0.1259861207494795,0.1178837365591397,0.0871346287300485,0.0528125,0.2247199463398254,0.38047952803608603,0.04457975034674063,0.3355607219986121,0.6958723966420417
MAC000429,0.1555634652787105,0.070346431435445,0.4265224983881799,0.806591255794587,0.1425621222968435,0.0559278278972935,0.2674889186702485,0.19721558079247817,0.073235253296322,0.20102753512424446,0.20257321311589171,0.19328024193548388
MAC000430,0.0970503693754197,0.1725130107806691,0.1385322579973118,0.1215260235253296,0.1840993957018133,0.2500707841776544,0.2192840833445265,0.10763801208865009,0.12997501734906317,0.4126467428475487,0.13813324073560027,0.2174365345869711
MAC000431,0.6648032229684352,0.1187509292936803,0.9075473468099396,0.1636745316446912,0.0781867024848892,0.1767550308813324,0.1344613834788448,0.25444526521155136,0.254051353018737,0.17940967092008062,0.1392852185981957,0.16492209536601746
MAC000432,0.1280570852921423,0.1091680297397769,0.1439026192075218,0.2033948644691186,0.0580483546004029,0.1777918111727967,0.2500436533915379,0.0688992612491605,0.1753830671755725,0.10186290322580645,0.1341277775,0.1993727333781061
MAC000434,0.2048151879032258,0.5769033460223049,0.1575003357958361,0.093598195628036,1.5974130787518572,0.2940333101318528,0.0699979852249832,0.11380188045668234,0.08759611380985427,0.3274513096037609,0.6421089523941707,0.08933915379449296
MAC000435,0.1208776059179556,0.0988364312267658,0.1808327548924358,0.0735121443442054,0.3436917394224311,0.069502428868841,0.1173196776359973,0.2101746139019476,0.20723802914642608,0.19781329751511081,0.2153032616238723,0.24899663978494624
MAC000436,0.1110241773002014,0.4563568773977695,0.0989489591672263,1.3346911854961832,0.2718965748153123,0.1161207494795281,0.1723425114170584,0.14491672263263936,0.3751138099236641,0.13703559456010744,0.1946204480392157,0.10339314522849463
MAC000437,0.6206642038952317,0.3720252791078067,0.093165883143049,0.4215926439972241,0.1700047011417058,0.2707196388619015,0.1447743451309603,0.41212424466084624,0.1803442054129077,0.1283962390866353,0.08552463566967383,0.2680335795836131
MAC000438,0.0983411686366689,0.1402617099628252,1.6317756873069174,0.2915812499305555,0.4045090663532572,0.206530881332408,0.3915352581598388,0.20717058428475485,0.10186120749479528,0.11885426460711887,0.1852789729354615,0.2460873067830759
MAC000440,0.4077770316319677,0.6533851291449814,0.5910006712558764,0.2061505900069396,0.0681511081262592,0.3838272030534351,0.2181061827956989,0.3916796507051713,0.3174941011797363,0.510019475486904,0.0856530187369882,0.07987306917394224
MAC000441,0.3211464071860309,0.1317553903345725,0.3165399595030221,0.5794281744621791,0.0868662704309063,0.2013053437196391,0.367930826124916,0.19130893216924108,0.18150902777777778,0.2642827400940228,0.18121721027064538,0.08140161182001343
MAC000442,0.139395567494963,0.171124907063197,0.2384721291470785,0.071383067314365,0.1143888515782404,0.3717758501734906,0.162038280725319,0.09898455339153794,0.1415385149201943,0.19894694419073203,0.13207425385149202,0.32173203445265275
MAC000443,0.8836420417058428,0.2178780669144981,0.8267488249832102,0.1025718290119131,0.8513807923438549,0.0399791666666666,0.1022652786433848,0.21839153801208866,0.10914365024288689,0.13513230355943587,0.25225745995836224,0.15817730013431833
MAC000444,0.1323795975017349,0.1092104089962825,0.0790530557421087,0.1173226925746009,0.2543707187374077,0.2027364394993046,0.2273411685023505,0.17339220953660173,0.10665995836224844,0.16164539993284083,0.22369188070784177,0.1971235727333781
MAC000445,0.166362659435863,0.0861449814126394,0.1062364000671591,0.8022421926439973,0.3826722629281397,0.1194441362248438,0.1742001343183344,0.16467159173942242,0.425226925815406,0.07948957632817753,0.07939625260235947,0.14703357958361316
MAC000446,0.2087850904633982,1.4060134011169023,0.1322955003357958,0.2931387920888272,0.1926702485560779,0.2518285911172797,0.1493178762096774,0.11483210208193419,0.2565065926439972,0.08963029432878679,0.11034559333795976,0.1752981866353257
MAC000448,0.1176185359973136,0.5926460967286246,0.7138294159167227,0.4285385151283831,0.3793391537944929,0.1929056210964607,0.1190369375419744,0.09871725990597717,0.18136502449687716,0.1354298184016118,0.33574115156141565,0.20794354818548388
MAC000449,0.0962263263935527,0.3011962828996282,0.3658099398925453,0.1921845940319222,0.039322102425876,0.1519007632893823,0.1054177300201477,0.43496642041638683,0.1742116585704372,0.2694885751344086,0.18989382338653713,0.2180879784419073
MAC000450,1.4269503024848893,0.2177033456505576,0.5119879115513768,0.3589715279166667,0.2023237071860308,0.1209215822345593,0.3750060487231182,0.24871121558092682,0.149712699722415,0.20892612491605106,0.1789812630811936,0.2612914709200806
MAC000452,0.5718656814640699,0.8469754636431227,0.1982404298186702,0.0652685634975711,0.1246727149865591,0.0939653018736988,0.2410275352585628,0.13795231705842848,0.08128521859819571,0.06427400940228341,0.125389312907703,0.25095903290799193
MAC000453,0.3961860302216253,0.081196282527881,0.3827998657488247,0.1864434419847328,0.2585198120886501,0.4068076390972222,0.1882956989919355,0.17167226326393553,0.09105277777777779,0.0741423774345198,0.13612838299791813,0.2851108126259234
MAC000454,0.2629516455339153,0.1506342011895911,0.2201316319677636,0.1314330324774462,0.1939899125756557,0.2441547536433032,0.1361499663752522,0.13326863707186032,0.12383483678001389,0.28904432505036937,0.33649271339347675,0.2567642714573539
MAC000455,0.7341846869039623,0.1426148698884758,0.2045493619207521,0.2835965277777778,0.1423693754869039,0.1767270832638889,0.1290087307588985,0.07557555406312962,0.22715267175572518,0.1308871725319006,0.2659979181124219,0.20591134989926124
MAC000457,0.0761582150101419,0.9126289955390334,0.1177662862323707,0.1994136017349063,0.1193494623655914,0.1586874999999999,0.0847414372733378,0.07805574210879784,0.19036849417071477,0.12065614499664204,0.24025815426786953,0.26376292793821354
MAC000458,0.1380026862995299,0.3640557622304833,0.3128770984553391,0.1550978488549618,0.1081638683680322,0.1424059682165163,0.0708287441235728,0.09933982538616522,0.06006800832755032,0.12111349905977165,0.2385947258848022,0.02180981182795699
MAC000459,0.1466373404969778,0.5547524157620818,0.2145688381464069,0.1280569049271339,0.3357447954331766,0.0704913254684247,0.0873915379449294,0.3119220950302216,0.11553643296321998,0.11704701141705842,0.3257251907702984,0.16723640026863668
MAC000460,0.4697139021490933,0.2021583643122676,0.1476312962390866,0.1138167938931297,0.2509314976494291,0.070767522553782,0.3042196104768301,0.1284338481531229,0.2749944482997918,0.2579543321020819,0.2581235256072172,0.10849832095366017
MAC000462,0.3414942914707857,0.3923308550185874,0.14792881128274,0.4715364333795975,0.1911155137676293,0.0977515614156835,0.1795211550705171,0.053066487575554065,0.15419500346981263,0.13798925446608462,0.21163705759888965,0.11838012095366017
MAC000463,0.5729260746639785,0.242308550260223,0.144378360282258,0.2164836918806384,0.1891705842847549,0.2534351146426092,0.0639939475453934,0.07873472128945601,0.13966481603053435,0.195864338549362,0.27592297022900764,0.08141168576225655
MAC000466,0.2269986568166554,0.2137591078066914,0.7192175954331766,0.176420541498959,0.1495638441532258,0.1864115195697432,0.0921504365345869,0.2655151108126259,0.11329215822345592,0.2252995298858294,0.04857460104094379,0.13156145063801208
MAC000468,0.3956883813969106,0.1247739776951672,0.2104123572867696,0.2752852185981956,0.072252518468771,0.0576946564885496,0.3135224982538616,0.08768838153122901,0.09534559333795975,0.24098253868368033,0.15833379583622484,0.4636447282068502
MAC000469,0.240341168703828,0.3130163566542751,0.2167609133646743,0.1694899376127689,0.0833478844862323,0.0864233171408744,0.1003566151108126,0.10708596359973137,0.24977168646773074,0.25768435198119544,0.15593476717557253,0.22393552726662191
MAC000471,0.2266198793821356,0.2158379181412639,0.1837212894560107,0.0787446217904233,0.0964539959704499,0.277662040111034,0.1310483545332438,0.11472330423102754,0.14780638452463568,0.12263532572196105,0.1286856349757113,0.5160644720617864
MAC000472,0.1208898588985896,0.1506171004460966,0.1881497646071188,0.1087738098214285,0.2618099398253862,0.0994038861901457,0.0986494291470785,0.1082713229684352,0.1882047190839695,0.17324714560107454,0.023696738376127686,0.47469711215580923
MAC000473,0.3368300872397582,0.1421516728624535,0.0868871725990597,0.1231229166666666,0.1836057757555406,0.1338256944444444,0.0942686366689053,0.20153593022162525,0.20670784177654405,0.02339220953660175,0.16509299083969467,0.30251242437877773
MAC000474,0.184180658226998,0.1653747214126394,0.0544956346541302,0.0973393476752255,0.0668179985896574,0.0857876474670367,0.1362222969778374,0.12732481506388701,0.21356557952810548,0.14198680548611112,0.520350451353227,0.4296928768145161
MAC000476,0.1433975822699798,0.8462520451301114,0.1935560779046339,0.2897494798056905,0.1103331094694425,0.10825990257123,0.1224687709872397,0.23336601739422433,0.24827342130464958,0.10191801088709679,0.1462657875780708,0.19572937532767926
MAC000477,0.1427803895231699,0.2193092936802974,0.0861418011424731,0.1884163777238029,0.2708918735392881,0.041529493407356,0.2323028877770315,0.18445399597044995,0.10061346287300486,0.14654667562122228,0.5151332402498264,0.498753526124916
MAC000479,0.1971551379449294,0.2163382901115241,0.2612142376091336,0.0800291463566967,0.0966048387096774,0.1155926439972241,0.1831793149764943,0.22169845533915378,0.20241131284916203,0.027640698455339157,0.32907633546148507,0.20425789113498993
MAC000480,0.6928865006044326,0.168941263866171,0.1923287197231833,0.0844351145038168,0.1430519568151147,0.2392199861207495,0.1837313632639355,0.171161181934184,0.02398959056210965,0.1667206178643385,0.254206106870229,0.21457219597044996
MAC000481,0.228696440564137,0.2012869888475836,0.1849845534586971,0.3070034698820263,0.1111477501678979,0.1868008327550312,0.141938172110215,0.10685090664875756,0.13451559792027729,0.36817864378777704,0.42235739118667587,0.17368838146406987
MAC000482,0.2238448624580255,0.0906743494423791,0.0704498991257565,0.1284587091603053,0.0859006044996642,0.1401235253296322,0.1029603760913364,0.24019274701141705,0.0989368494795281,0.09569241101410342,0.17624353906560636,0.7246158484889188
MAC000483,0.1793438549361987,0.1282654272862453,0.1322928138347884,0.1540714781401804,0.0858643384822028,0.1300520471200555,0.2306077907320349,0.045374076494291475,0.16004649535045107,0.48436547612946734,0.4436675918806384,0.25773606447280056
MAC000484,0.2108663531900604,0.230471375464684,0.3145211554734721,0.1163053435114503,0.1113203492276695,0.1025759889659958,0.0191396910678307,0.13435669680777237,0.03384802220680083,0.19305981176075268,0.18368702290076336,0.1519691067830759
MAC000485,0.1199966418401611,0.0901122675836431,0.1825298858294157,0.1150624566273421,0.2278885156480859,0.2318258152671755,0.1366141303442029,0.08884408602150537,0.1139132546148508,0.25069065232010757,0.21763472215277777,0.024972464741437203
MAC000486,0.1227911349899261,0.2793583644609665,0.1785822698455339,0.0685520833333333,0.2138126259234385,0.0262477446217904,0.0737891202149093,0.1443109469442579,0.3248903540596808,0.3807179317662861,0.16022692574600972,0.019536650975117687
MAC000488,0.2514163869711215,0.1597591078810409,0.137173270718603,0.1467099235253296,0.2225674948959033,0.1341896837770382,0.1924123572867696,0.04626729348556077,0.08101110340041637,0.12198039203431371,0.5592428866065233,0.19436064479516452
MAC000489,0.0912056451612903,0.2056971725446428,0.1351712559435863,0.2427605829979181,0.1322404297515111,0.0805114503122831,0.0651168569509738,0.11976292813969107,0.4366897979875087,0.4404586975151108,0.2460041637057599,0.08731384428763442
MAC000490,0.3068844858965749,0.0780631970260223,0.0832290127602417,0.229090215128383,0.106388179919409,0.1809077029840388,0.1295070517125587,0.24749026205507052,0.16504510749479528,0.14967427803895234,0.10706523247744622,0.18337206178643384
MAC000491,0.1783848221625252,0.0907087999999999,0.2584848889858965,0.2058770832638889,0.2316131629281397,0.0582165163081193,0.2542834116185359,0.1074875756212223,0.22657807078417766,0.21427620974462364,0.02312560721721027,0.5496272670248489
MAC000492,0.1963713902619207,0.0777947955390334,0.2669691069173942,0.173781401943095,0.0236729348556077,0.1428362248438584,0.1394848892545332,0.35613230302216253,0.3209188059680777,0.15298656816655473,0.023468424705065924,0.5087385751344086
MAC000493,0.098021490799194,0.3116788101858736,0.2458361316319677,0.1460499653018737,0.1507882268485283,0.3092532961832061,0.3292975152451309,0.13803425090664875,0.16007246358695654,0.4031094697783747,0.1790673143650243,0.6101242449294829
MAC000495,0.0857186030893217,0.2279055762825278,0.2753062455339153,0.2494705066620402,0.0907004701141705,0.1042624999305555,0.1129220952316991,0.19786903955674948,0.4447189446911867,0.21595366017461384,0.08478001394864677,0.04433781061114843
MAC000496,0.0803519140362659,0.1852513010408921,0.2102531983838384,0.0262588480222068,0.1916682337139019,0.4190784176266481,0.1935231698455339,0.3222048354600403,0.15269257460097155,0.11943183344526528,0.16226319444444443,0.18305104089993285
MAC000498,0.3208703826729349,0.146142750929368,0.2304002686366688,0.1543650241498959,0.1345836131631967,0.1243844551006245,0.3463136335124244,0.1288579549242424,0.20851630811936153,0.01946742780389523,0.5468216517002081,0.15725318999328408
MAC000499,0.2207923391801075,0.1409234200743494,0.2599785090664875,0.0608784721527777,0.1765319436449226,0.243640527480916,0.1213903,0.3533767623908664,0.13997432338653712,0.023554063129617196,0.5040604166666667,0.2191477501678979
MAC000501,0.2083458695097381,0.0923048327137546,0.018755376344086,0.1470340277777777,0.3489670920752183,0.3246724495489244,0.7942625918737408,0.1546487575554063,0.42320749437890354,0.16408327736736064,0.4990680084663428,0.4964260750672043
MAC000502,0.1422881127602417,0.3213415177827381,0.1546299529214237,0.1661340279166666,0.1604949631967763,0.1532225377840909,0.1608757555406313,0.20056989247311827,0.2048736988202637,0.08445967728494623,0.058267869535045105,0.2547273340496978
MAC000503,0.1499348556749496,0.2447055763568773,0.0705235215725806,0.1550131852879944,0.4628609802552048,0.3971755724496877,0.1871712558764271,0.1495869711215581,0.08802290076335878,0.14842271505376345,0.16783635132311978,1.4541208874412357
MAC000504,0.0646406984553391,0.2402089219330855,0.1975654800537273,0.3881963918806384,0.1459529886501007,0.1447543372657876,0.1526805648957633,0.9436118206850235,0.01766204024982651,0.5532343853593016,0.1387765439278279,0.1944902619207522
MAC000505,0.2813566151779718,0.2570252788104089,0.1849106785090664,0.0952935462179042,0.2668206849563465,0.1650090215128383,0.5973828077233042,0.22029233870967743,0.029346100278551532,0.5143626591672263,0.28964330353920886,0.09169354838709677
MAC000506,0.2625204832773674,0.1593843865427509,0.1314764784946236,0.4553802913254685,0.3883492272666219,0.1400215128383067,0.2426548018804566,0.07137676292813969,0.1546745315058987,0.3821134989254533,0.4876266482303956,0.15385292142377432
MAC000507,0.2411766286769644,0.2177130111524163,0.4887118865681665,0.3547973629424011,0.1428313668979875,0.2984191537820957,0.0708004059539918,0.016760241773002015,0.07441637751561415,0.0440402955003358,0.22852394170714782,0.06494828744123572
MAC000508,0.3037555406312962,0.269355390260223,0.1993357959704499,0.292984039000694,0.4039523169912693,0.2401847222222222,0.0166984553391537,0.03828609805238415,0.14718598195697433,0.16482795705645162,1.3922963238029147,0.10599597044996642
MAC000509,0.183924110073875,0.0284230483271375,0.5210590999328408,0.4132116587092297,0.1480980523841504,0.0814191533657182,0.0290570852921423,0.1416380120886501,0.499116586259542,0.13810147836021505,0.18062664816099933,0.19445385170020818
MAC000510,0.2246776359973136,0.1647843864684015,0.5809731366689053,0.237429347192029,0.1592128945601074,0.0164788341429562,0.1467434519811954,0.06728072531900604,0.5173900070784178,0.19351242444593686,0.08264330326162388,0.3353572871054399
MAC000511,0.2755668232370719,0.1308386616356877,0.3152525187374076,0.3716072170714781,0.1335916722632639,0.0345787647467036,0.0696259235728677,0.13026595030221627,0.3380999306037474,0.42723237085292143,0.14719153365718252,0.16195567494963065
MAC000513,0.0436729347884486,0.1956758362825278,0.42414640725319,0.1161051532033426,0.3170295496977837,0.1406634281748785,0.1441222296843519,0.8038979185359302,0.05721582234559333,0.18288448623237072,0.06662179042331713,1.4862437854936197
MAC000514,0.167948959032908,0.1768728623048327,0.3423660712301587,0.1707300485773768,0.2521155137676292,0.0724267869535045,0.8925567502350571,0.5280530560107455,0.16483414309507285,1.325866352585628,0.10009299097848717,0.21410543995970452
MAC000515,0.1807871057756883,0.163145725055762,0.4490779046339825,0.1320846634281748,0.0845862995298858,0.1280964607911172,0.5140241773673606,0.29366286098052385,0.12826092997918112,0.1837488247817327,0.2783782096460791,0.08382538616521155
MAC000516,0.2157817326393552,0.4786785709821429,0.0879328408327736,0.4583067318528799,0.0325708529214237,0.8054573219986122,0.3045184687709872,0.050498321020819345,0.16488965995836224,0.06788985896574883,0.286727272519084,0.31226124902619207
MAC000517,0.1555164539959704,0.2528460965799257,0.204897849327957,0.2718209577376821,0.0312625923438549,0.4811179736988202,0.0518005372733378,0.05139852150537634,0.37996599569743233,0.1468629952988583,0.1519521165163081,0.32471390161182
MAC000518,0.1735654801208865,0.5082187495535715,0.1378697112155809,0.0898369188063844,0.1360523840161182,0.2998854166666666,0.122060483938172,0.10665614506380121,0.18593819444444443,0.06470047011417059,2.0742234548924356,0.17632034922766956
MAC000519,0.4948945599731363,0.5992706321933086,0.0076384,0.0486419153365718,0.0873501344758064,0.048383067314365,0.1082364001343183,0.165697580577957,1.285691879666898,0.09453257219610478,0.2065773768910479,0.12559570188045668
MAC000520,0.1032921423774345,0.2984059478066914,0.8997206196104768,0.0446055556249999,0.1421027534586971,0.1608709229701596,0.1535523672883787,0.3463982537273338,0.18933240811936156,0.30004701134989925,0.07704927133934768,0.3016440561450638
MAC000522,0.5428037641129032,0.4227888480297397,0.2612444593687038,0.1373955587092297,0.5318052387508395,0.12030256759195,0.3988515781732706,0.16927938213566152,0.06500693962526023,0.27708059120214906,0.23449063108952115,0.515210207656145
MAC000524,0.5411215589657489,0.3585443845108695,0.1120167897918065,0.0832845245662734,0.395849563062458,0.1580839693962526,0.1909583613163196,1.2220530552048354,0.14229493407356003,0.11187441235728676,0.30781887591950036,0.10041034257891202
MAC000526,0.3119899261920752,0.4802929739910314,0.0479509738079247,0.1505933379597501,0.3346084619207521,0.4613837613462873,1.0727112165211552,0.17755339153794494,0.06669326863289382,0.689140363062458,0.2108376128383067,0.15103561814516128
MAC000527,0.3956218941571524,0.1045063197026022,0.2452416668055555,0.9307106173490632,0.0563774345198119,0.1838327551006245,0.1837590277777777,0.07422834116856951,0.08496807772380291,0.17633781061114842,0.13052741151977792,0.3083747482874412
MAC000528,0.4260452261306532,0.2113873605947955,0.038125672110215,0.4701290766828591,0.1573519140362659,1.0990909095072865,0.0906119704102219,0.1424916051040967,0.23741708528356065,0.07199328408327736,0.26366412227619707,0.2025003358629953
MAC000530,0.4914149796221322,0.1474431226765799,0.1741356615177972,0.3957675223455933,0.1227454665547347,0.1664501077530509,0.1460423102753525,0.0751296171927468,0.307058292852186,0.1792733376762928,0.47161415676613466,0.10542713230355943
MAC000531,0.0890228341168569,0.0788245353159851,0.0947004700470114,0.0577645833333333,0.1631168568838146,0.0992290076335877,0.08474210886501,0.07604771505376344,0.09229562803608604,0.2969368704499664,0.10463289375433726,0.15450302222968434
MAC000532,0.1909858964405641,0.9669286252788104,0.173989926124916,0.1686571825121443,0.4693935523169912,0.1384281748785565,0.0818858294157152,0.1069972240111034,0.5144823045801526,0.17364539952988584,0.12147605822345593,0.16589791806581597
MAC000533,0.1529892545332437,0.2656245353903346,0.6512364010073876,0.0949257460097154,0.1754479516453996,0.0937243055555555,0.1180980523169912,0.2448515780389523,0.21151700208188756,0.13247078576225654,0.379764746981263,0.16013431833445266
MAC000534,0.0807186030893216,0.1068869888475836,0.4869006044996641,0.1821838999306037,1.1098515784419074,0.0930860513532269,0.2414042985896574,0.08537407656145064,0.06802428868841082,0.2904103424445937,0.18481124219292158,0.23427132303559434
MAC000535,0.8048326600806452,0.0482297397769516,0.6145050368703828,0.4283948647467037,0.1626675620550705,0.2672050035441278,0.0867340496977837,0.4655520484889188,0.14058570451075642,0.34057421067830757,0.09799791811242194,0.15044489247311826
MAC000536,0.2684526527199463,0.2738431228252788,0.0725224983210208,0.1901367104788341,0.1062827400940228,0.2437640528105482,0.4305587644056414,0.20209402290127604,0.29050520464954893,0.1015184688381464,0.13213601658570437,0.7918025531900603
MAC000538,0.1148079247817327,0.0599323420074349,0.1840665322580645,1.1537145847916668,0.1285634654130288,0.0821630811936155,0.2087594085349462,0.06029281396910678,0.1759444827203331,0.10912693082605776,0.1614986111111111,0.07976866173503698
MAC000539,0.0499126930826057,0.162089219330855,0.1481390195433176,0.1618299791117279,0.0902775537634408,0.4720319218598195,0.0588327736736064,0.13265815957018132,0.12163636356696739,0.2965292142377434,0.15502706453851492,0.13740967071860308
MAC000540,0.2790335792478173,0.1096929368029739,0.2108421758226998,0.1187938931297709,0.0926111484217595,0.213125607147814,0.1390631296171927,0.3045379448623237,0.190206106870229,0.17105238415043653,0.18997224163775156,0.2168314307588986
MAC000541,0.0443555107526881,0.1827159852044609,0.4768945597044997,0.1325870922970159,0.3512034926796508,0.0573506944444444,0.3824029546675621,0.15764260943789035,0.3609993056210965,0.0782028206850235,0.1558841081887578,0.11403223640026865
MAC000542,0.1785634654130289,0.28036959936,0.2542115513767629,0.08231875,0.2395795836803223,0.1162241499653018,0.1493546005372733,0.13102887837474816,0.0985204718945177,0.11394291457353929,0.725803620891365,0.02112088650100739
